sex,length,diameter,height,wholeWeight,shuckedWeight,visceraWeight,shellWeight,rings,ageCategory
I,0.2750,0.2200,0.0800,0.1365,0.0565,0.0285,0.0420,6,5-10
F,0.2900,0.2250,0.0750,0.1400,0.0515,0.0235,0.0400,5,<5
M,0.4200,0.3400,0.1150,0.4215,0.1750,0.0930,0.1350,8,5-10
F,0.6250,0.5250,0.2150,1.5765,0.5115,0.2595,0.6650,16,15-20
F,0.5500,0.4650,0.1800,1.2125,0.3245,0.2050,0.5250,27,25+
M,0.6600,0.5050,0.2000,1.6305,0.4865,0.2970,0.6100,18,15-20
M,0.5650,0.4700,0.1950,1.1420,0.3870,0.2580,0.3500,17,15-20
F,0.5950,0.4950,0.2350,1.3660,0.5065,0.2190,0.5200,13,10-15
M,0.6300,0.5100,0.2300,1.5390,0.5635,0.2815,0.5700,17,15-20
F,0.4300,0.3250,0.1200,0.4450,0.1650,0.0995,0.1550,8,5-10
F,0.4550,0.3500,0.1400,0.5725,0.1965,0.1325,0.1750,10,5-10
I,0.3300,0.2600,0.0800,0.1900,0.0765,0.0385,0.0650,7,5-10
F,0.5150,,0.1300,0.7640,0.2760,0.1960,0.2500,13,10-15
M,0.4950,0.3900,0.1500,0.8530,0.3285,0.1890,0.2700,14,10-15
F,0.4850,0.3750,0.1450,0.5885,0.2385,0.1155,0.1900,13,10-15
F,0.5350,0.4600,0.1450,0.7875,0.3395,0.2005,0.2000,8,5-10
M,0.5800,0.4650,0.1750,1.0350,0.4010,0.1865,0.3850,17,15-20
F,0.6250,0.5250,0.1950,1.3520,0.4505,0.2445,0.5300,13,10-15
F,0.5550,0.4550,0.1800,0.9580,0.2960,0.1950,0.3900,14,10-15
F,0.5500,0.4250,0.1450,0.7970,0.2970,0.1500,0.2650,9,5-10
M,0.5900,0.4750,0.1550,0.8570,0.3560,0.1740,0.2800,13,10-15
I,0.3550,0.2800,0.1100,0.2235,0.0815,0.0525,0.0800,7,5-10
I,0.2750,0.2000,0.0750,0.0860,0.0305,0.0190,0.0300,7,5-10
F,0.5050,0.3900,0.1750,0.6920,0.2670,0.1500,0.2150,12,10-15
M,0.3700,0.2800,0.0950,0.2225,0.0805,0.0510,0.0750,7,5-10
M,0.5550,0.4300,0.1650,0.7575,0.2735,0.1635,0.2750,13,10-15
F,0.5050,0.4000,0.1650,0.7290,0.2675,0.1550,0.2500,9,5-10
F,0.5600,0.4450,0.1800,0.9030,0.3575,0.2045,0.2950,9,5-10
M,0.5950,0.4750,0.1700,1.0965,0.4190,0.2290,0.3500,17,15-20
F,0.5700,0.4500,0.1650,0.9030,0.3305,0.1845,0.2950,14,10-15
M,0.6000,0.4800,0.1750,1.2290,0.4125,0.2735,,13,10-15
F,0.5600,0.4350,0.1850,1.1060,0.4220,,0.3300,15,10-15
M,0.5850,0.4650,0.1900,1.1710,0.3905,0.2355,0.4000,17,15-20
I,0.4600,0.3350,0.1100,0.4440,0.2250,0.0745,0.1100,8,5-10
F,0.4600,0.3600,0.1150,0.4755,0.2105,0.1050,0.1600,8,5-10
M,,0.3150,0.1250,0.3880,0.0680,0.0900,0.1250,12,10-15
F,0.4350,0.3200,0.1200,0.3785,0.1520,0.0915,0.1250,11,10-15
F,0.4750,0.3800,0.1350,0.4860,0.1735,0.0700,0.1850,7,5-10
M,0.4650,0.3600,0.1300,0.5265,0.2105,0.1185,0.1650,10,5-10
I,0.3550,0.2800,0.1000,0.2275,0.0935,0.0455,0.0850,11,10-15
M,0.4600,0.3750,0.1400,0.5105,0.1920,0.1045,0.2050,9,5-10
F,0.3800,0.3250,0.1100,0.3105,0.1200,0.0740,0.1050,10,5-10
F,0.4700,0.3650,0.1200,0.5430,0.2295,0.1495,0.1500,9,5-10
M,0.3600,0.2700,0.0900,0.2225,0.0830,0.0530,0.0750,6,5-10
F,0.5850,0.4550,0.1650,0.9980,0.3450,0.2495,0.3150,12,10-15
M,0.6550,0.5900,0.2000,1.5455,0.6540,0.3765,,11,10-15
M,0.6000,0.4850,0.1750,1.2675,0.4995,0.2815,0.3800,13,10-15
F,0.5700,0.4600,0.1700,1.1000,0.4125,0.2205,0.3800,14,10-15
F,0.6450,,0.2000,1.4285,0.6390,0.3050,0.3600,11,10-15
M,0.6500,0.4950,0.1800,1.7930,0.8005,0.3390,0.5300,14,10-15
M,0.5100,0.3950,0.1450,0.6185,0.2160,0.1385,0.2400,12,10-15
M,0.5200,0.3800,0.1350,0.5825,0.2505,0.1565,0.1750,8,5-10
M,0.4950,,0.1650,0.7485,0.2640,0.1340,0.2850,13,10-15
M,0.4300,0.3350,0.1150,0.4060,0.1660,0.0935,0.1350,8,5-10
F,0.5900,0.4650,0.1600,1.1005,0.5060,0.2525,0.2950,13,10-15
M,0.5500,0.4600,0.1750,0.8690,0.3155,0.1825,0.3200,10,5-10
M,0.5850,0.4300,0.1600,0.9550,0.3625,0.1760,0.2700,11,10-15
F,0.5800,0.4550,0.1600,0.9215,0.3120,0.1960,0.3000,17,15-20
F,0.6200,0.5100,0.1500,1.4560,0.5810,0.2875,0.3200,13,10-15
I,0.5900,0.4500,0.1600,0.8930,0.2745,0.2185,0.3450,14,10-15
F,0.7200,0.5750,0.2150,2.2260,0.8955,0.4050,0.6200,13,10-15
F,0.6350,0.5100,0.1750,1.2125,0.5735,0.2610,0.3600,14,10-15
F,0.6100,0.4800,0.1750,1.0675,0.3910,0.2160,0.4200,15,10-15
F,0.5450,0.4450,0.1750,0.8525,0.3465,0.1890,0.2950,13,10-15
M,0.5700,0.4500,0.1600,0.8615,0.3725,0.2175,0.2550,12,10-15
F,0.6000,0.4750,0.1800,1.1620,0.5110,0.2675,0.3200,18,15-20
F,0.5200,0.4100,0.1700,0.8705,0.3735,0.2190,0.2500,14,10-15
M,0.6350,0.5100,0.2100,1.5980,0.6535,0.2835,0.5800,15,10-15
F,0.6700,0.5200,0.1500,1.4060,0.5190,0.3480,0.3700,13,10-15
M,0.6950,0.5700,0.2000,2.0330,0.7510,0.4255,0.6850,15,10-15
M,0.6550,0.5250,0.1850,1.2590,0.4870,0.2215,0.4450,20,15-20
F,0.6200,0.4800,0.2300,1.0935,0.4030,0.2450,0.3550,14,10-15
F,0.6000,0.4750,0.1800,1.1805,0.4345,0.2475,0.4250,19,15-20
M,0.5100,0.4050,0.1300,0.7175,0.3725,0.1580,0.1700,9,5-10
M,0.5250,0.4050,0.1350,0.7575,0.3305,0.2160,0.1950,10,5-10
M,0.4400,0.3750,0.1300,0.4870,0.2260,0.0965,0.1550,9,5-10
I,0.4850,,0.1400,0.5705,0.2500,0.1340,0.1850,8,5-10
F,0.4950,0.3850,0.1300,0.6905,0.3125,0.1790,0.1750,10,5-10
I,0.4350,0.3450,0.1200,0.4475,0.2210,0.1120,0.1250,7,5-10
I,0.4050,0.3150,0.1050,0.3470,0.1605,0.0785,0.1000,9,5-10
I,0.4200,0.3300,0.1000,0.3520,0.1635,0.0890,0.1000,9,5-10
F,,0.3950,0.1500,0.7145,0.3235,0.1730,0.1950,9,5-10
F,0.3850,0.3050,0.1050,0.3315,0.1365,0.0745,0.1000,7,5-10
I,0.3300,0.2650,0.0900,0.1800,0.0680,0.0360,0.0600,6,5-10
F,0.5800,0.4750,0.1550,0.9740,0.4305,0.2300,0.2850,10,5-10
I,0.3250,0.2700,0.1000,0.1850,0.0800,0.0435,0.0650,6,5-10
M,0.4750,0.3750,0.1200,0.5630,0.2525,0.1205,0.1850,10,5-10
F,0.3800,0.3000,0.0900,0.3215,0.1545,0.0750,0.0950,9,5-10
I,0.3400,0.2600,0.0900,0.1790,0.0760,0.0525,0.0550,6,5-10
M,0.5250,0.4250,0.1200,0.7020,0.3335,0.1465,0.2200,12,10-15
F,0.5200,,0.1450,0.8045,0.3325,0.1725,0.2850,10,5-10
F,0.5350,0.4500,0.1350,0.8075,0.3220,0.1810,0.2500,13,10-15
M,0.4750,0.3600,0.1200,0.5780,0.2825,0.1200,0.1700,8,5-10
I,,0.3250,0.1000,0.3850,0.1670,0.0800,0.1250,7,5-10
I,0.4950,0.3850,0.1250,0.5850,0.2755,0.1235,0.1650,8,5-10
F,0.4800,0.4050,0.1300,0.6375,0.2770,0.1445,0.2100,10,5-10
F,0.5200,0.4250,0.1500,0.8130,0.3850,0.2015,0.2300,10,5-10
M,0.4600,0.3750,0.1300,0.5735,0.2505,0.1190,0.1950,9,5-10
F,0.5800,0.4550,0.1200,0.9400,0.3990,0.2570,0.2650,11,10-15
M,0.5900,0.4900,0.1350,1.0080,0.4220,0.2245,0.2850,11,10-15
F,0.5500,,0.1350,0.7750,0.3020,0.1790,0.2600,23,20-25
F,0.6500,,0.1650,1.1445,0.4850,0.2180,0.3650,12,10-15
F,0.4650,0.3750,0.1350,0.6000,0.2225,0.1290,0.2300,16,15-20
M,0.4550,0.3550,0.1300,0.5150,0.2000,0.1275,0.1750,11,10-15
M,0.4700,0.3750,0.1300,0.5795,0.2145,0.1640,0.1950,13,10-15
F,0.4350,0.3500,0.1100,0.3840,0.1430,0.1005,0.1250,13,10-15
M,0.3500,0.2650,0.1100,0.2965,0.1365,0.0630,0.0850,7,5-10
I,0.3150,0.2400,0.0700,0.1370,0.0545,0.0315,0.0400,8,5-10
M,0.5950,0.4700,0.1450,0.9910,0.4035,0.1505,0.3400,16,15-20
F,0.5800,0.4750,0.1350,0.9250,0.3910,0.1650,0.2750,14,10-15
M,0.5750,0.4350,0.1500,0.8050,0.2930,0.1625,0.2700,17,15-20
M,0.5350,0.4350,0.1550,0.8915,0.3415,0.1770,0.2500,13,10-15
M,0.5150,0.4200,0.1400,0.7690,0.2505,0.1540,0.2900,13,10-15
F,0.5050,0.3850,0.1350,0.6185,0.2510,0.1175,0.2000,12,10-15
F,0.5050,0.3950,0.1450,0.6515,0.2695,0.1530,0.2050,15,10-15
I,0.4000,0.3100,0.1000,0.2875,0.1145,0.0635,0.0950,10,5-10
M,0.4900,0.3950,0.1350,0.5545,0.2130,0.0925,0.2150,14,10-15
M,0.5300,0.4350,0.1350,0.7365,0.3275,0.1315,0.2200,12,10-15
I,0.3950,0.3250,0.1050,0.3060,0.1110,0.0735,0.0950,8,5-10
F,0.6650,0.5350,0.1900,1.4960,0.5775,0.2815,0.4750,17,15-20
F,,0.3050,0.1050,0.3605,0.1200,0.0820,0.1000,10,5-10
M,0.4300,0.3450,0.1150,0.3045,0.0925,0.0550,0.1200,11,10-15
M,0.4750,0.3950,0.1350,0.5920,0.2465,0.1645,0.2000,13,10-15
F,0.5250,0.4250,0.1450,0.7995,0.3345,0.2090,0.2400,15,10-15
I,0.4800,0.3900,0.1450,0.5825,0.2315,0.1210,0.2550,15,10-15
I,0.4200,0.3450,0.1150,0.3435,0.1515,0.0795,0.1150,9,5-10
M,0.5900,0.4600,0.1550,0.9060,0.3270,0.1485,0.3350,15,10-15
F,0.5150,0.4200,0.1350,0.6295,0.2815,0.1270,0.2150,9,5-10
M,0.6950,0.5500,0.2200,1.5515,0.5660,0.3835,0.4450,13,10-15
F,0.8000,0.6300,0.1950,2.5260,0.9330,0.5900,0.6200,23,20-25
M,0.6100,0.4900,0.1500,1.1030,0.4250,0.2025,0.3600,23,20-25
F,0.5650,0.4800,0.1750,0.9570,0.3885,0.2150,0.2750,18,15-20
M,0.5600,0.4550,0.1650,0.8600,0.4015,0.1695,0.2450,11,10-15
M,0.6550,0.4850,0.1950,1.6200,0.6275,0.3580,0.4850,17,15-20
M,0.6400,0.5200,0.2000,1.4070,0.5660,0.3040,0.4550,17,15-20
F,0.5900,0.4700,0.1700,0.9000,0.3550,0.1905,0.2500,11,10-15
I,0.3100,0.2400,0.0900,0.1455,0.0605,0.0315,0.0450,7,5-10
I,0.2550,0.1850,0.0700,0.0750,0.0280,0.0180,0.0250,6,5-10
I,0.1700,0.1250,0.0550,0.0235,0.0090,0.0055,0.0080,6,5-10
M,0.6700,0.5500,0.1700,1.2470,0.4720,0.2455,0.4000,21,20-25
F,0.7100,0.5650,0.1950,1.7265,0.6380,0.3365,0.5650,17,15-20
F,0.5600,0.4300,0.1250,0.8025,0.3130,0.1715,0.2630,13,10-15
M,0.5050,0.4000,0.1300,0.7640,0.3035,0.1890,0.2175,11,10-15
M,0.5250,0.4300,0.1650,0.8645,0.3760,0.1945,0.2515,16,15-20
F,0.4500,0.3600,0.1050,0.4715,0.2035,0.0935,0.1490,9,5-10
F,0.5150,0.4350,0.1700,0.6310,0.2765,0.1110,0.2160,12,10-15
M,0.5900,0.4750,0.1600,0.9455,0.3815,0.1840,0.2700,19,15-20
M,0.7000,0.5300,0.1900,1.3185,0.5480,0.2330,0.4200,18,15-20
F,0.7200,0.5600,0.1750,1.7265,0.6370,0.3415,0.5250,17,15-20
M,0.6350,0.4950,0.1500,1.0810,0.4825,0.2420,0.3100,11,10-15
M,0.5550,0.4400,0.1350,0.9025,0.3805,0.2105,0.2800,13,10-15
M,0.5750,0.4700,0.1500,1.1415,0.4515,0.2040,0.4000,13,10-15
M,0.5850,0.4550,0.1250,1.0270,0.3910,0.2120,0.2500,17,15-20
F,0.6100,0.4850,0.2100,1.3445,0.5350,0.2205,0.5150,20,15-20
F,0.6450,0.5250,0.2000,1.4490,0.6010,0.2565,0.5050,13,10-15
F,0.5450,0.4400,0.1750,0.7745,0.2985,0.1875,0.2650,11,10-15
M,0.5500,0.4500,0.1550,0.7895,0.3430,0.1590,0.2500,12,10-15
F,0.6600,0.5250,0.2050,1.3665,0.5005,0.2910,0.4100,18,15-20
M,0.5700,0.4750,0.1950,1.0295,0.4635,0.1905,0.3050,18,15-20
F,0.6000,0.4700,0.2000,1.0310,0.3920,0.2035,0.2900,15,10-15
F,0.6300,0.5050,0.1650,1.0650,0.4595,0.2160,0.3150,12,10-15
M,0.6950,0.5700,0.2300,1.8850,0.8665,0.4350,,19,15-20
M,0.6500,0.5450,0.1600,1.2425,0.4870,0.2960,0.4800,15,10-15
F,0.7200,0.5950,0.2250,1.9690,0.8045,0.4230,0.6600,16,15-20
I,0.5600,0.4400,0.1700,0.9445,0.3545,0.2175,0.3000,12,10-15
I,0.4200,0.3250,0.1150,0.3540,0.1625,0.0640,0.1050,8,5-10
M,0.1800,0.1250,0.0500,0.0230,0.0085,0.0055,0.0100,3,<5
F,0.4050,0.3250,0.1100,0.3575,0.1450,0.0725,0.1100,12,10-15
F,,0.4050,0.1500,0.5965,0.2530,0.1260,0.1850,12,10-15
I,0.4350,0.3350,0.1100,0.3830,0.1555,0.0675,0.1350,12,10-15
M,0.3400,0.2750,0.0900,0.2065,0.0725,0.0430,0.0700,10,5-10
F,0.4300,0.3400,0.1100,0.3820,0.1540,0.0955,0.1090,8,5-10
I,0.5350,0.4100,0.1550,0.6315,0.2745,0.1415,0.1815,12,10-15
I,,0.3250,0.1150,0.3285,0.1405,0.0510,0.1060,12,10-15
F,0.3600,0.2650,0.0900,0.2165,0.0960,0.0370,0.0735,10,5-10
M,0.1750,0.1350,0.0400,0.0305,0.0110,0.0075,0.0100,5,<5
M,0.1550,0.1150,0.0250,0.0240,0.0090,0.0050,0.0075,5,<5
I,0.5250,0.4300,0.1500,0.7365,0.3225,0.1610,0.2150,11,10-15
F,0.5250,0.3900,0.1350,0.6005,0.2265,0.1310,0.2100,16,15-20
F,0.4400,0.3450,0.1050,0.4285,0.1650,0.0830,0.1320,11,10-15
F,0.4500,0.3450,0.1150,0.4960,0.1905,0.1170,0.1400,12,10-15
F,0.4850,0.3650,0.1400,0.6195,0.2595,0.1445,0.1770,14,10-15
I,0.4700,0.3500,0.1350,0.5670,0.2315,0.1465,0.1525,11,10-15
I,0.5150,0.3750,0.1400,0.6505,0.2495,0.1410,0.2215,10,5-10
M,0.4200,0.3400,0.1250,0.4495,0.1650,0.1125,0.1440,11,10-15
F,0.4550,0.3500,0.1250,0.4485,0.1585,0.1020,0.1335,16,15-20
M,0.3700,0.2900,0.0900,0.2410,0.1100,0.0450,0.0690,10,5-10
M,0.3300,0.2500,0.0900,0.1970,0.0850,0.0410,0.0605,10,5-10
I,0.3000,0.2200,0.0900,0.1425,0.0570,0.0335,0.0430,7,5-10
I,0.6250,0.4600,0.1600,1.2395,0.5500,0.2730,0.3800,14,10-15
I,0.6100,0.4750,0.1700,1.0385,0.4435,0.2410,0.3200,14,10-15
I,0.6250,0.4650,0.1550,0.9720,0.4040,0.1845,0.3500,14,10-15
I,0.6350,0.5050,0.1900,1.3315,0.5805,0.2520,0.4350,17,15-20
I,,0.3850,0.1550,0.7620,0.3795,0.1610,0.1900,14,10-15
F,0.5300,0.4300,0.1700,0.7750,0.3500,0.1520,0.2350,17,15-20
I,0.4450,0.3300,0.1000,0.4370,0.1630,0.0755,0.1700,13,10-15
F,0.5850,,0.1550,0.6985,0.3000,0.1460,0.1950,12,10-15
I,0.4400,0.3550,0.1650,0.4350,0.1590,0.1050,0.1400,16,15-20
M,0.2900,0.2250,0.0800,0.1295,0.0535,0.0260,0.0450,10,5-10
I,0.5550,0.4550,0.1700,0.8435,0.3090,0.1905,0.3000,15,10-15
I,0.6550,0.5150,0.1450,1.2500,0.5265,0.2830,0.3150,15,10-15
F,0.5800,0.4600,0.1850,1.0170,0.3515,0.2000,0.3200,10,5-10
I,0.6250,0.4300,0.1750,1.4110,0.5720,0.2970,0.3950,12,10-15
I,0.6200,0.4850,0.1700,1.2080,0.4805,0.3045,0.3300,15,10-15
F,0.6400,,0.1500,1.0705,0.3710,0.2705,0.3600,8,5-10
F,0.5050,0.3750,0.1150,0.5895,0.2635,0.1200,0.1670,10,5-10
I,,0.3950,0.1200,0.5370,0.2165,0.1085,0.1785,9,5-10
M,0.3100,0.2450,0.0950,0.1500,0.0525,0.0340,0.0480,7,5-10
F,0.5050,0.3800,0.1450,0.6510,0.2935,0.1900,0.1700,12,10-15
I,0.4200,0.3050,0.1100,0.2800,0.0940,0.0785,0.0955,9,5-10
M,0.4000,0.3150,0.1050,0.2870,0.1135,0.0370,0.1130,10,5-10
M,0.4250,0.3150,0.1250,0.3525,0.1135,0.0565,0.1300,18,15-20
M,0.3100,0.2350,0.0600,0.1200,0.0415,0.0330,0.0400,11,10-15
F,0.4650,0.3500,0.1300,0.4940,0.1945,0.1030,0.1550,18,15-20
F,0.4650,0.3600,0.1200,0.4765,0.1920,0.1125,0.1600,10,5-10
M,0.3500,0.2550,0.0850,0.2145,0.1000,0.0465,0.0600,13,10-15
I,0.5200,,0.1600,0.5950,0.2105,0.1420,0.2600,15,10-15
F,0.4750,0.3650,0.1300,0.4805,0.1905,0.1140,0.1475,12,10-15
F,0.4100,0.3150,0.1100,0.3210,0.1255,0.0655,0.0950,10,5-10
M,0.2600,0.2000,0.0650,0.0960,0.0440,0.0270,0.0300,6,5-10
I,0.5750,0.4500,0.1700,0.9315,0.3580,0.2145,0.2600,13,10-15
I,0.5650,0.4350,0.1550,0.7820,0.2715,0.1680,0.2850,14,10-15
M,0.2600,0.1900,0.0750,0.0945,0.0445,0.0200,0.0300,6,5-10
F,0.5300,0.3850,0.1250,0.6695,0.2890,0.1510,0.1800,10,5-10
M,0.3400,0.2550,0.0950,0.2130,0.0810,0.0340,0.0700,9,5-10
I,0.5200,0.3800,0.1400,0.5250,0.1775,0.1150,0.1850,11,10-15
F,0.6350,,0.1800,1.3120,0.5290,0.2485,0.4850,18,15-20
F,0.6100,0.4850,0.1650,1.0870,0.4255,0.2320,0.3800,11,10-15
F,0.6600,0.5150,0.1800,1.5230,0.5400,0.3365,0.5550,16,15-20
I,0.6350,,0.1800,1.3190,0.5485,0.2920,0.4900,16,15-20
F,0.4650,0.3800,0.1350,0.5790,0.2080,0.1095,0.2200,14,10-15
M,0.5150,0.4000,0.1600,0.8175,0.2515,0.1560,0.3000,23,20-25
I,0.3350,0.2400,0.0950,0.1700,0.0620,0.0390,0.0550,9,5-10
F,0.5150,0.4000,0.1700,0.7960,0.2580,0.1755,0.2800,16,15-20
F,0.3450,0.2550,0.1000,0.1970,0.0710,0.0510,0.0600,9,5-10
M,0.4650,0.3550,0.1250,0.5255,0.2025,0.1350,0.1450,13,10-15
M,0.5400,,0.1700,0.8790,0.3390,0.2080,0.2550,10,5-10
M,0.4750,0.3550,0.1250,0.4625,0.1860,0.1070,0.1450,9,5-10
F,0.4450,0.3350,0.1400,0.4565,0.1785,0.1140,0.1400,11,10-15
M,,0.3550,0.1400,0.5280,0.2125,0.1490,0.1400,9,5-10
M,,0.3800,0.1350,0.5835,0.2295,0.1265,0.1800,12,10-15
F,0.5500,0.4350,0.1700,0.8840,0.2875,0.1645,0.2800,14,10-15
I,0.2750,0.2050,0.0800,0.0960,0.0360,0.0185,0.0300,6,5-10
F,0.3500,0.2650,0.0900,0.1855,0.0745,0.0415,0.0600,7,5-10
F,0.3700,0.2850,0.1050,0.2700,0.1125,0.0585,0.0835,9,5-10
F,0.4200,0.3300,0.1250,0.4630,0.1860,0.1100,0.1450,10,5-10
M,0.3500,0.2600,0.0900,0.1980,0.0725,0.0560,0.0600,10,5-10
M,0.3950,0.3050,0.1050,0.2820,0.0975,0.0650,0.0960,9,5-10
I,0.3250,0.2000,0.0800,0.0995,0.0395,0.0225,0.0320,8,5-10
I,0.2750,0.2000,0.0650,0.0920,0.0385,0.0235,0.0270,5,<5
I,0.2350,0.1700,0.0650,0.0625,0.0230,0.0140,0.0220,6,5-10
I,0.2500,0.1800,0.0600,0.0730,0.0280,0.0170,0.0225,5,<5
I,0.2500,0.1850,0.0650,0.0710,0.0270,0.0185,0.0225,5,<5
I,0.2000,0.1450,0.0500,0.0360,0.0125,0.0080,0.0110,4,<5
F,0.5850,0.4700,0.1700,1.0990,0.3975,0.2325,0.3580,20,15-20
M,0.4450,0.3500,0.1400,0.5905,0.2025,0.1580,0.1900,14,10-15
F,,0.3850,0.1300,0.7680,0.2625,0.0950,0.2700,13,10-15
M,0.4400,0.3250,0.0800,0.4130,0.1440,0.1015,0.1300,8,5-10
M,0.5150,0.4050,0.1400,0.8505,0.3120,0.1460,0.3150,17,15-20
F,0.5200,0.4050,0.1400,0.6915,0.2760,0.1370,0.2150,11,10-15
M,,0.3900,0.1300,0.7090,0.2750,0.1680,0.1800,11,10-15
M,0.4250,0.3250,0.1200,0.3755,0.1420,0.1065,0.1050,9,5-10
M,0.5100,,0.1400,0.8185,0.3025,0.2155,0.2350,16,15-20
F,0.3700,0.2750,0.0800,0.2270,0.0930,0.0625,0.0700,8,5-10
M,0.5400,,0.1300,0.8245,0.2720,0.2260,0.2400,13,10-15
M,0.6150,0.4750,0.1700,1.1825,0.4740,0.2895,0.2400,11,10-15
M,0.5650,0.4400,0.1750,1.1220,0.3930,0.2000,0.3750,20,15-20
M,0.6450,0.5150,0.1750,1.6115,0.6745,0.3840,0.3850,14,10-15
F,0.6150,0.4700,0.1750,1.2985,0.5135,0.3430,0.3200,14,10-15
M,0.6050,0.4900,0.1450,1.3000,0.5170,0.3285,0.3100,14,10-15
F,0.5900,0.4550,0.1650,1.1610,0.3800,0.2455,0.2800,12,10-15
M,0.6450,0.4850,0.1550,1.4890,0.5915,0.3120,0.3800,18,15-20
M,0.5700,0.4200,0.1550,1.0080,0.3770,0.1930,0.3400,13,10-15
F,0.4700,0.3550,0.1800,0.4410,0.1525,0.1165,0.1350,8,5-10
F,,0.4400,0.1550,0.7420,0.2025,0.2005,0.2115,14,10-15
F,0.5200,0.4250,0.1450,0.7000,0.2070,0.1905,0.2400,13,10-15
M,0.3900,0.2850,0.0950,0.2710,0.1100,0.0600,0.0800,8,5-10
M,0.5200,0.4000,0.1650,0.8565,0.2745,0.2010,0.2100,12,10-15
F,0.5400,,0.1750,0.8975,0.2750,0.2410,0.2750,14,10-15
M,0.4600,0.3600,0.1350,0.6105,0.1955,0.1070,0.2350,14,10-15
I,0.3550,0.2600,0.0900,0.1925,0.0770,0.0380,0.0650,8,5-10
F,0.4900,0.4000,0.1450,0.6635,0.2100,0.1295,0.2515,13,10-15
F,0.6300,0.5100,0.1850,1.2350,0.5115,0.3490,0.3065,11,10-15
M,,0.3850,0.1450,0.7615,0.2460,0.1950,0.2040,14,10-15
M,0.4900,0.3900,0.1350,0.5920,0.2420,0.0960,0.1835,15,10-15
M,0.4400,0.3250,0.1150,0.3900,0.1630,0.0870,0.1130,7,5-10
F,0.5150,0.3950,0.1650,0.7565,0.1905,0.1700,0.3205,10,5-10
F,0.4750,0.3800,0.1450,0.5700,0.1670,0.1180,0.1870,11,10-15
I,0.4200,0.3100,0.1000,0.2865,0.1150,0.0735,0.0850,8,5-10
M,0.4000,0.3050,0.1300,0.2935,0.0960,0.0675,0.1050,9,5-10
M,0.4500,0.3600,0.1600,0.5670,0.1740,0.1245,0.2250,12,10-15
F,0.5200,0.4000,0.1300,0.6245,0.2150,0.2065,0.1700,15,10-15
M,0.5050,0.4000,0.1550,0.8415,0.2715,0.1775,0.2850,12,10-15
M,0.4950,0.4000,0.1400,0.7775,0.2015,0.1800,0.2500,15,10-15
M,0.5400,0.4100,0.1450,0.9890,0.2815,0.2130,0.3550,19,15-20
F,0.4800,0.3900,0.1250,0.6905,0.2190,0.1550,0.2000,12,10-15
F,0.3300,0.2600,0.0800,0.2000,0.0625,0.0500,0.0700,9,5-10
I,0.2850,0.2100,0.0700,0.1090,0.0440,0.0265,0.0330,5,<5
I,0.3000,0.2300,0.0750,0.1270,0.0520,0.0300,0.0345,6,5-10
I,0.3100,0.2400,0.1050,0.2885,0.1180,0.0650,0.0830,6,5-10
I,0.3400,0.2550,0.0750,0.1800,0.0745,0.0400,0.0525,6,5-10
I,0.3750,0.3000,0.0750,0.1440,0.0590,0.0300,0.0440,7,5-10
I,,0.3250,0.1000,0.4665,0.2285,0.1065,0.1140,7,5-10
I,,0.3150,0.1050,0.3300,0.1405,0.0705,0.0950,6,5-10
I,,0.3150,0.0900,0.3625,0.1750,0.0835,0.0930,6,5-10
I,0.4200,0.3200,0.1000,0.3400,0.1745,0.0500,0.0945,8,5-10
I,0.4250,0.3100,0.1050,0.3650,0.1590,0.0825,0.1050,6,5-10
M,0.4650,0.3750,0.1100,,0.2100,0.1130,0.1505,8,5-10
F,0.4650,0.3500,0.1350,0.6265,0.2590,0.1445,0.1750,8,5-10
I,0.4700,0.3700,0.1100,0.5555,0.2500,0.1150,0.1630,8,5-10
F,0.4700,0.3750,0.1200,0.6015,0.2765,0.1455,0.1350,8,5-10
I,0.4750,0.3650,0.1200,0.5300,0.2505,0.0975,0.1625,10,5-10
M,0.4800,0.3700,0.1350,0.6315,0.3445,0.1015,0.1610,7,5-10
M,,0.4000,0.1300,0.7715,0.3700,0.1600,0.2110,8,5-10
I,0.5050,0.3900,0.1850,0.6125,0.2670,0.1420,0.1720,7,5-10
M,0.5250,0.4250,0.1900,0.8720,0.4625,0.1725,0.1990,9,5-10
M,0.5400,0.4200,0.1200,0.8115,0.3920,0.1455,0.2235,9,5-10
M,0.5450,0.4500,0.1500,0.8795,0.3870,0.1500,0.2625,11,10-15
F,0.5650,0.4400,0.1500,0.9830,0.4475,0.2355,0.2485,9,5-10
M,0.5800,0.4600,0.1800,1.1450,0.4800,0.2770,0.3250,11,10-15
M,0.5900,0.4550,0.1600,1.0900,,0.2215,0.2920,9,5-10
M,0.5900,0.4800,0.1600,1.2620,0.5685,0.2725,0.3350,9,5-10
M,0.5950,0.4900,0.1850,1.1850,0.4820,0.2015,0.3610,10,5-10
F,0.6000,0.4750,0.1350,1.4405,0.5885,0.1910,0.3175,9,5-10
F,0.6000,,0.1550,1.3320,0.6235,0.2835,0.3500,8,5-10
F,0.6000,0.4850,0.1650,1.1405,0.5870,0.2175,0.2880,9,5-10
M,0.6050,0.4750,0.1750,1.2010,0.5395,0.2750,0.3090,10,5-10
F,0.6250,0.4900,0.1550,1.3300,0.6675,0.2590,0.3300,10,5-10
