,intercolumnarDistance,upperMargin,lowerMargin,exploitation,rowNumber,modularRatio,interlinearSpacing,weight,peakNumber,modularRatioInterlinearSpacing,class
5249,-0.289,-0.425,0.108,0.666,0.172,0.772,0.673,0.153,0.657,0.434,E
5250,-0.215,0.250,0.474,1.187,0.172,0.439,-0.271,-0.812,0.126,0.680,X
5251,-0.117,-0.016,0.289,0.484,0.172,-0.308,-0.384,-0.483,0.220,0.059,F
5252,-3.499,-0.236,0.257,-0.302,-4.922,-0.682,0.145,-0.230,0.158,-0.574,A
5253,-0.228,0.109,0.413,0.119,0.172,1.228,0.862,-1.322,-0.622,0.708,D
5254,0.192,0.148,0.193,-1.293,0.262,-1.305,,-0.531,-0.185,-1.533,H
5255,0.390,0.462,0.136,0.012,-0.900,-0.350,0.145,0.611,-0.528,-0.287,F
5256,0.069,-0.205,0.424,1.412,0.262,-0.142,2.372,-0.225,-0.871,0.213,A
5257,-3.499,0.007,0.342,-0.318,-4.922,-0.142,0.258,-0.465,0.719,-0.149,E
5258,0.155,-0.330,0.300,-0.334,0.083,-0.806,0.069,-0.874,-0.965,-0.643,F
5259,-0.117,-0.189,0.694,0.975,0.709,-0.806,-1.214,0.740,1.031,0.083,Y
5260,-0.043,-0.323,0.310,0.287,0.262,-0.017,,0.899,0.095,-0.203,F
5261,0.118,-0.221,0.367,0.915,0.262,1.353,1.353,-0.387,-0.185,0.541,A
5262,-0.363,-0.189,0.641,0.681,0.172,0.855,-0.107,-1.088,-1.453,1.011,C
5263,-0.289,-0.425,0.108,0.666,0.172,0.190,,0.054,0.158,0.192,E
5264,0.587,0.400,0.065,0.117,-1.615,1.228,0.107,-0.330,-0.747,1.183,A
5265,0.488,-0.495,0.111,0.334,0.977,-0.474,-1.630,0.873,1.748,0.741,I
5266,-0.326,0.093,-3.211,0.668,-0.096,1.976,0.333,0.528,1.623,1.700,X
5267,0.241,-0.158,0.339,-1.204,0.262,0.190,0.031,0.412,-0.653,0.293,A
5268,0.106,0.203,-0.024,0.996,0.262,-0.682,0.220,0.598,-0.466,-0.610,A
5269,0.204,-0.126,0.335,0.484,-1.258,0.647,0.220,0.462,0.126,0.586,F
5270,-0.475,0.447,-3.211,-0.716,0.351,3.803,0.409,-1.640,-1.027,3.269,A
5271,-0.141,0.250,0.406,1.250,-2.688,-1.097,0.220,-0.856,-1.589,-0.994,E
5272,-0.030,0.305,-3.203,-0.131,0.172,0.232,-0.120,1.254,0.875,0.405,A
5273,-0.080,-0.291,0.389,0.856,0.262,-0.183,0.598,0.996,0.126,-0.356,F
5274,0.624,-0.189,0.140,0.387,0.977,-1.886,-1.063,0.849,2.340,-1.098,I
5275,0.266,0.164,0.118,0.320,0.262,-0.599,-0.044,-0.258,-0.871,-0.402,A
5276,-0.018,-0.228,0.371,1.294,0.172,0.439,0.145,1.048,2.153,0.463,X
5277,0.315,0.117,0.179,-1.517,-1.347,-0.225,-0.157,0.214,-0.996,-0.006,F
5278,-0.462,0.353,0.150,0.560,0.262,1.021,0.598,-1.035,0.501,0.688,E
5279,0.130,-0.456,0.293,0.203,0.262,0.689,0.296,-1.299,-0.497,0.573,A
5280,-0.191,-1.092,0.403,0.749,0.172,1.021,1.202,0.506,-0.622,0.260,D
5281,0.377,0.180,0.065,-1.534,0.262,-0.723,-0.195,-0.020,-0.497,-0.435,A
5282,0.032,0.196,0.246,0.627,0.262,-0.474,0.296,0.820,0.345,-0.437,H
5283,0.291,0.109,-0.113,0.221,0.262,-0.433,0.409,0.838,0.532,-0.484,A
5284,0.130,-0.464,0.339,0.266,0.262,-0.557,0.069,0.587,0.251,-0.426,A
5285,-0.240,0.117,0.236,0.903,0.172,-0.183,-0.006,1.283,0.937,-0.046,E
5286,0.402,-0.221,-3.211,-1.186,-1.168,-0.723,-0.157,0.617,0.314,-0.454,A
5287,-0.055,0.227,0.321,-0.906,0.262,-2.301,0.145,-2.768,-1.807,-2.048,H
5288,-3.499,0.486,0.140,-5.440,-0.006,-0.889,0.145,-0.500,-2.462,-0.771,A
5289,0.155,-0.385,0.381,0.314,0.262,-0.889,-0.157,-0.023,-0.185,-0.614,F
5290,-0.326,0.321,,-1.945,-0.900,-0.017,-0.082,0.320,0.314,0.166,D
5291,0.846,0.015,-0.052,0.988,0.262,0.356,0.598,0.573,-0.123,0.111,A
5292,-0.005,-0.071,0.353,-0.207,0.262,-1.429,0.296,0.805,0.968,-1.318,H
5293,0.624,0.007,0.115,-0.351,0.887,-1.678,-1.214,-0.853,1.498,-0.816,I
5294,0.229,0.808,-0.052,0.083,0.262,-0.474,0.409,0.331,0.033,-0.524,F
5295,0.143,-0.244,-3.207,0.166,0.887,0.273,0.598,-0.753,0.937,0.034,I
5296,0.155,-0.252,0.125,-0.577,-0.900,-0.225,-2.800,-1.476,-0.747,-1.825,A
5297,0.069,-1.163,-3.211,-0.829,0.262,2.350,0.900,-0.803,-0.310,1.652,A
5298,-0.339,-0.197,0.531,1.146,0.709,1.145,-1.705,-0.071,0.095,2.496,Y
5299,0.130,0.062,0.506,0.417,-1.168,-0.516,0.333,2.092,0.906,-0.516,E
5300,-0.351,-0.315,0.573,1.670,-0.185,-0.516,-4.197,0.750,0.688,-1.587,X
5301,-0.215,-0.205,0.456,-0.100,0.172,-0.640,0.107,0.952,0.688,-0.522,E
5302,-0.117,-0.016,0.289,0.484,0.172,0.647,0.107,-0.409,-0.092,0.653,F
5303,0.044,0.196,0.261,-0.394,0.262,-0.682,0.145,1.212,0.220,-0.568,G
5304,0.451,-0.268,0.335,-0.831,0.262,-1.180,0.296,-2.928,-3.023,-1.100,A
5305,0.056,-0.095,0.229,-0.658,0.172,0.439,0.296,-0.888,-0.560,0.350,F
5306,0.315,-0.990,0.157,-2.450,0.172,-0.848,,-2.491,-2.087,-0.922,X
5307,-0.265,-0.276,0.108,0.827,0.262,0.481,0.484,0.597,0.594,0.287,A
5308,0.032,-0.346,-0.010,1.030,0.083,-0.391,-0.120,-0.038,-0.497,-0.163,A
5309,0.303,-0.354,0.307,-0.918,0.172,-1.097,-0.195,-1.883,-0.996,-0.792,F
5310,0.352,-0.448,0.197,-0.528,0.977,-1.678,-1.403,0.831,1.904,-0.712,I
5311,0.056,0.125,0.136,0.150,0.172,1.353,0.145,-0.840,-0.404,1.271,A
5312,-0.400,-0.166,0.392,0.486,0.262,-0.931,0.107,0.849,-0.123,-0.787,E
5313,0.599,0.753,0.008,-1.738,-0.096,-0.848,0.522,-0.739,-0.248,-0.911,F
5314,0.562,0.046,0.211,-1.052,0.977,-0.723,-0.573,0.237,1.623,-0.225,I
5315,0.377,0.109,0.317,-1.658,-0.900,-1.305,-0.422,-2.869,-1.807,-0.834,H
5316,-0.080,0.180,0.310,1.180,-1.258,0.356,0.333,0.723,0.376,0.256,E
5317,-0.388,-1.021,0.058,1.229,-0.006,2.308,0.522,-0.621,0.688,1.896,X
5318,0.846,-0.095,0.182,-1.981,0.619,-2.758,-1.403,-1.812,-0.217,-1.823,I
5319,0.044,-0.079,0.061,0.565,0.262,0.938,,-1.458,-1.495,0.848,A
5320,0.328,-0.142,0.481,-2.171,0.262,-0.266,0.749,0.853,0.875,-0.509,A
5321,-0.018,-0.276,0.389,0.950,0.262,-0.599,0.258,1.368,0.251,-0.555,F
5322,0.106,-0.150,0.438,0.935,0.262,0.938,0.333,0.310,-0.029,0.776,A
5323,-0.055,0.180,0.239,-1.170,0.262,-0.474,,1.484,0.688,-0.400,E
5324,0.069,-0.197,0.033,0.616,0.083,-0.848,0.107,0.790,-0.123,-0.707,A
5325,0.032,0.007,-0.316,2.791,-0.543,0.024,-0.044,0.190,-2.867,0.184,A
5326,0.081,-0.142,0.172,-0.471,0.262,-0.599,-0.195,-0.272,-0.591,-0.319,F
5327,-0.289,-0.425,0.108,0.666,0.172,-0.266,-2.649,1.162,0.719,-1.853,E
5328,-0.129,0.211,0.076,0.526,0.262,0.606,0.107,-0.516,-0.747,0.623,A
5329,0.315,-0.236,0.371,0.812,0.262,-0.100,0.069,0.970,0.314,0.003,A
5330,-0.154,-0.087,0.300,0.690,0.262,-0.017,0.333,0.609,0.158,-0.085,F
5331,0.130,-0.158,0.577,-0.671,0.172,-0.889,0.258,-0.151,0.095,-0.820,C
5332,0.056,-0.731,0.442,0.184,0.262,4.260,0.145,-1.947,-1.932,3.904,A
5333,-0.080,0.188,0.335,0.745,0.172,0.024,0.900,0.029,1.249,-0.337,X
5334,-0.005,-0.323,0.100,-0.519,0.262,-1.138,-0.120,-0.706,-0.217,-0.861,A
5335,0.069,0.007,0.289,0.593,0.262,-0.848,0.031,-0.026,-0.092,-0.678,H
5336,0.130,-0.315,0.417,1.051,0.083,0.315,0.296,0.515,0.469,0.249,A
5337,-0.252,-0.111,0.453,0.888,0.172,0.398,-0.082,-0.210,-0.061,0.534,D
5338,0.291,0.078,0.118,0.276,0.262,-0.599,0.333,0.686,0.002,-0.599,F
5339,-3.499,0.196,0.221,-0.257,-4.922,0.024,,1.218,-2.275,0.043,A
5340,0.143,-0.001,0.154,0.956,0.262,-0.225,-0.233,0.700,0.189,0.047,F
5341,0.180,-0.291,0.229,1.550,0.172,0.606,0.598,0.496,0.126,0.325,A
5342,-3.499,1.036,-3.211,0.803,-4.922,0.938,-1.101,0.668,-0.279,1.829,Y
5343,-0.018,-0.440,0.268,1.395,0.262,0.647,0.673,0.421,0.345,0.335,A
5344,-0.487,-0.032,0.197,-0.634,0.262,-1.222,0.371,-1.593,0.220,-1.174,C
5345,0.760,-0.134,0.115,-0.543,0.798,-0.557,-1.554,-0.937,1.686,0.560,I
5346,0.019,0.078,0.349,-0.357,0.262,-0.474,0.484,0.487,0.501,-0.552,H
5347,-0.030,-0.064,0.275,-0.395,0.262,-1.097,-0.082,0.134,0.126,-0.844,F
5348,0.081,0.651,-0.024,0.473,0.262,1.270,0.598,-0.607,-0.279,0.901,A
5349,-0.129,0.572,-0.031,0.319,0.262,0.730,,-0.551,0.033,0.696,G
5350,-0.672,0.070,0.396,1.104,0.262,1.395,-0.271,1.475,1.717,1.695,E
5351,-0.265,-0.276,0.108,0.827,0.262,-0.100,0.447,0.634,0.719,-0.217,A
5352,0.377,0.023,0.140,1.071,0.977,-0.889,-0.912,0.119,2.247,-0.196,I
5353,-0.080,0.250,0.389,-0.003,0.083,-0.225,0.069,-0.445,0.345,-0.123,E
5354,0.229,0.015,0.396,-1.400,0.083,-1.263,0.484,-0.628,1.000,-1.258,H
5355,-3.499,0.439,-0.052,-5.440,-0.453,0.439,-2.989,-0.518,0.282,-1.213,A
5356,-0.326,-0.079,0.239,0.567,0.262,0.232,0.409,0.434,0.314,0.099,E
5357,-3.499,0.250,0.232,1.224,-4.922,1.727,0.522,-0.173,0.002,1.359,W
5358,0.303,-0.134,-0.003,-0.625,0.262,1.685,0.484,-1.206,-0.809,1.366,A
5359,-0.005,0.761,-0.095,-0.017,0.262,-0.183,0.371,0.067,0.095,-0.238,F
5360,-0.203,0.203,0.332,-1.115,0.083,0.315,-0.044,0.454,0.064,0.446,D
5361,0.019,-0.173,0.307,-0.082,0.172,-0.059,0.145,-0.258,-0.061,-0.003,F
5362,0.032,0.117,-0.177,-0.621,-1.168,0.232,-5.518,-0.405,-1.058,-3.383,A
5363,0.266,0.211,0.115,0.938,0.262,-0.183,0.711,1.333,0.158,-0.416,A
5364,0.291,0.109,-0.113,0.221,0.262,-0.142,-0.006,0.201,0.002,-0.005,A
5365,0.056,-0.064,0.310,-1.049,0.262,-0.433,0.333,1.168,0.033,-0.450,F
5366,0.365,-0.189,0.502,0.223,-1.168,0.356,-0.006,-0.294,-0.154,0.451,F
5367,0.908,1.467,0.371,-1.242,0.709,-1.844,-1.441,0.495,1.592,-0.866,I
5368,-0.005,0.305,0.019,-0.040,0.262,-0.599,0.069,0.322,0.002,-0.458,A
5369,0.624,-2.427,0.179,0.711,1.066,-1.263,-0.950,1.987,2.216,-0.539,I
5370,0.229,-0.370,0.485,0.250,0.262,-0.183,0.145,0.678,0.469,-0.125,A
5371,-0.240,-0.535,0.076,-0.617,0.172,-0.100,1.164,-1.483,-0.653,-0.583,E
5372,0.007,0.078,0.342,-0.129,0.262,-0.599,0.031,0.423,0.064,-0.442,F
5373,0.488,-0.495,0.111,0.334,0.977,-1.803,-0.610,0.704,2.060,-1.254,I
5374,0.204,0.039,0.036,0.656,0.172,0.273,1.013,0.221,0.469,-0.171,A
5375,-0.203,0.368,0.389,0.916,0.172,0.315,0.258,0.718,0.594,0.249,D
5376,-0.018,-0.354,0.421,-0.176,0.262,-0.640,,0.431,0.376,-0.556,F
5377,0.093,0.345,0.143,-0.027,0.262,-0.100,0.371,-0.237,0.189,-0.177,G
5378,0.019,-0.173,0.307,-0.082,0.172,-0.848,-0.082,0.600,0.002,-0.610,F
5379,0.155,-0.040,0.364,1.201,0.262,-0.516,0.220,2.008,0.812,-0.457,A
5380,0.118,0.557,-0.010,-0.573,0.262,0.356,0.409,-1.045,-0.061,0.213,F
5381,-0.487,-0.032,0.197,-0.634,0.262,-0.433,-0.157,0.028,0.937,-0.176,C
5382,0.328,-2.427,-2.325,-1.744,0.440,0.647,0.635,0.349,-0.497,0.335,A
5383,-0.314,-0.064,0.421,0.004,0.172,-0.474,0.333,-0.383,0.314,-0.470,D
5384,0.352,-0.260,0.463,-1.128,-1.079,0.190,-0.271,0.424,-0.154,0.476,F
5385,0.118,0.321,-3.211,0.643,0.351,-0.059,0.447,0.882,0.189,-0.178,A
5386,0.069,-0.087,0.470,-0.100,0.172,0.356,-2.724,0.237,0.220,-1.502,A
5387,-0.067,-0.150,0.321,0.119,0.262,-0.142,0.031,0.282,0.594,-0.026,A
5388,,-0.511,0.463,0.711,0.262,0.855,0.296,1.022,0.625,0.743,E
5389,0.032,0.196,0.246,0.627,0.262,1.353,0.069,-0.184,-0.154,1.345,H
5390,-0.129,0.572,-0.031,0.319,0.262,-0.183,0.447,0.215,0.251,-0.299,G
5391,0.266,0.164,0.118,0.320,0.262,-0.100,-0.082,0.364,-0.217,0.083,A
5392,-0.067,0.462,0.104,0.463,0.262,0.149,0.333,0.577,-0.154,0.127,F
5393,-3.499,3.846,0.186,-1.071,-4.922,-0.225,0.296,-1.129,-1.121,-0.257,A
5394,0.118,-0.189,0.029,0.763,0.887,-0.183,-0.875,1.973,1.904,0.525,I
5395,0.204,0.039,0.036,0.656,0.172,-0.017,0.220,-0.187,-0.715,-0.019,A
5396,0.032,-0.095,-0.031,0.803,0.262,-0.100,0.409,-0.232,-0.903,-0.172,A
5397,-0.043,0.298,0.079,1.501,0.351,0.356,-0.120,1.270,0.033,0.522,F
5398,0.106,0.015,0.378,-0.432,0.262,1.768,0.447,-1.791,-1.682,1.440,H
5399,-0.055,0.313,0.054,0.218,0.262,0.523,0.900,-0.298,-0.248,0.088,A
5400,-0.351,0.023,0.172,1.152,0.262,-0.266,0.333,1.197,2.029,-0.298,X
5401,-0.030,0.392,0.218,-0.073,0.262,0.896,0.749,-0.545,-0.217,0.496,G
5402,0.069,0.148,0.111,0.180,0.262,-0.391,0.749,-0.983,-0.684,-0.620,A
5403,0.192,0.227,0.118,-0.472,0.172,-1.471,-0.157,-3.337,-2.742,-1.158,F
5404,-0.080,0.180,0.310,1.180,-1.258,2.017,-0.157,-1.252,-0.871,2.090,E
5405,-0.129,-0.283,0.488,0.834,0.798,-0.017,-1.743,0.052,0.937,1.275,Y
5406,-0.265,-0.126,0.236,0.177,0.262,1.270,0.069,-0.288,-1.495,1.259,A
5407,0.093,-0.056,0.068,0.305,0.262,-0.516,0.371,-0.526,-0.715,-0.529,A
5408,0.414,-0.472,0.239,1.018,0.887,-0.640,-1.139,0.328,1.374,0.193,I
5409,0.340,-0.299,0.719,-0.435,0.172,-0.308,0.371,-0.395,-0.248,-0.361,D
5410,-0.314,-0.236,0.029,0.461,0.262,-0.433,0.484,-0.609,-0.029,-0.527,A
5411,0.229,-0.181,0.232,-0.893,0.262,0.232,0.598,-0.972,-0.217,0.005,F
5412,-0.178,0.015,0.264,0.582,0.172,1.187,0.069,-0.194,-0.466,1.197,A
5413,-0.104,-0.338,0.385,-0.096,0.262,-0.516,0.862,0.717,0.750,-0.775,E
5414,1.217,0.156,-0.013,0.354,0.172,1.478,,-0.196,-0.871,1.356,A
5415,0.081,0.062,0.204,0.577,0.262,-0.266,-0.157,0.901,0.594,-0.012,H
5416,0.130,0.007,0.239,0.766,0.262,0.107,0.522,0.597,-0.061,-0.069,A
5417,-0.018,-0.330,0.488,-0.183,0.172,-0.225,0.371,-0.860,-0.217,-0.288,F
5418,0.624,-2.427,0.179,0.711,1.066,-0.696,-8.060,-1.114,-0.248,-4.423,I
5419,0.994,-0.009,-0.148,0.827,0.262,0.979,0.673,0.418,-0.217,0.616,A
5420,-0.129,-0.228,-3.211,-0.893,0.172,0.273,0.296,-0.160,0.033,0.194,D
5421,0.180,-0.048,0.275,-0.605,0.262,-0.723,0.296,-0.174,-0.061,-0.692,F
5422,-0.289,-0.425,0.108,0.666,0.172,0.273,0.409,0.379,-0.029,0.144,E
5423,-0.129,0.023,0.193,0.838,0.262,0.896,-0.044,-0.022,0.688,0.979,A
5424,0.019,-0.016,0.325,-0.208,0.262,0.107,0.069,0.222,0.407,0.207,H
5425,0.365,0.196,0.175,-0.028,0.262,-0.308,-0.233,-0.192,0.407,-0.011,A
5426,0.241,-0.158,0.339,-1.204,0.262,1.228,0.220,-0.465,-0.653,1.109,A
5427,0.167,0.588,-0.003,-0.309,0.262,1.976,0.447,-0.516,-0.747,1.629,F
5428,-0.080,0.188,-0.070,0.211,0.262,0.315,0.220,-0.078,-0.029,0.278,A
5429,0.106,0.557,-0.031,0.619,0.172,-0.640,-0.044,-0.214,-0.591,-0.441,A
5430,0.007,0.408,0.275,-0.084,0.262,-0.391,-0.157,0.047,0.251,-0.156,H
5431,-0.252,-0.009,-2.044,0.343,0.351,-0.765,0.824,0.131,1.155,-0.963,X
5432,0.908,-0.330,0.132,1.039,0.887,-0.599,-0.724,0.346,1.062,0.006,I
5433,-0.265,-0.448,0.431,-1.121,0.262,-0.723,0.220,0.811,-0.029,-0.660,F
5434,-0.314,0.164,0.200,0.132,0.262,1.145,0.069,-0.201,0.376,1.135,E
5435,,-0.315,0.399,0.771,0.709,-0.142,-0.988,-1.857,-0.778,0.524,Y
5436,-0.141,1.554,0.541,-0.649,-1.258,1.270,-0.497,1.096,0.251,1.657,D
5437,-0.178,0.902,-0.042,0.593,0.262,-0.100,0.409,0.953,0.189,-0.198,F
5438,-0.339,-0.315,0.449,1.243,0.798,-0.350,-1.290,1.598,2.465,0.641,X
5439,0.118,0.070,0.339,-1.296,0.262,-1.388,-0.044,-1.215,0.002,-1.118,H
5440,-0.104,-0.315,0.666,-0.064,0.172,-1.014,0.409,0.170,-0.154,-1.015,C
5441,-0.363,0.235,0.001,0.760,0.262,1.311,0.107,-0.313,0.438,1.260,G
5442,0.180,0.258,0.189,-0.133,0.172,0.066,0.258,-2.147,-1.589,0.036,A
5443,0.155,0.141,0.229,0.766,-1.258,1.768,0.824,-0.244,-0.061,1.201,A
5444,4.525,-0.134,0.232,-2.514,-0.900,-3.256,-6.009,-0.667,-1.152,-4.918,F
5445,-3.499,0.517,0.374,-2.369,-4.922,-0.806,0.749,-2.465,-1.776,-0.967,F
5446,-0.129,-0.032,0.068,-0.152,-0.990,0.315,0.296,-1.017,-0.372,0.240,F
5447,-0.030,0.439,-0.045,0.766,0.172,0.439,-0.082,0.511,0.469,0.593,A
5448,-3.054,-0.354,0.264,-1.957,-1.079,-3.547,-2.913,-1.198,-2.181,-4.033,A
5449,0.019,0.093,0.474,1.897,0.172,1.104,0.371,0.854,2.309,0.919,X
5450,0.352,-0.448,0.197,-0.528,0.977,-0.889,-0.006,-1.543,0.501,-0.692,I
5451,0.587,0.400,0.065,0.117,-1.615,0.439,-2.347,-0.061,-0.591,-1.660,A
5452,0.254,-2.427,0.353,-0.051,-0.096,1.644,0.220,-1.490,-0.809,1.484,A
5453,-0.450,-0.291,0.435,-0.069,0.262,-0.557,-0.120,0.833,1.031,-0.295,E
5454,0.143,-0.142,0.246,0.789,-1.347,0.190,0.409,-0.320,-1.152,0.064,A
5455,0.155,0.141,0.229,0.766,-1.258,0.564,0.371,0.647,-0.310,0.418,A
5456,0.488,-0.260,0.051,-0.756,0.977,0.398,-1.554,-0.841,0.220,1.608,I
5457,-0.598,-0.071,0.353,0.221,0.262,-0.557,,0.773,0.750,-0.488,E
5458,-0.252,0.093,0.239,-0.021,0.172,1.644,0.824,-0.816,-0.466,1.096,A
5459,0.365,-0.001,-0.052,1.293,0.977,-0.225,-0.724,0.788,1.280,0.433,I
5460,-0.141,-0.024,0.563,-1.881,0.083,-1.222,-0.459,-0.026,0.064,-0.787,C
5461,-0.228,-0.998,0.357,-0.027,0.262,-1.180,-0.082,0.882,0.812,-0.908,D
5462,0.019,-0.040,0.289,-0.043,0.262,-0.266,,-0.201,-0.123,-0.223,F
5463,0.044,0.031,0.538,-2.245,0.262,-0.225,0.258,-2.241,-1.214,-0.214,E
5464,0.328,-2.427,0.008,-0.545,-0.006,-0.266,0.824,-0.268,0.002,-0.549,A
5465,0.661,-0.095,0.015,0.752,0.977,-0.059,-1.139,-1.151,0.002,0.804,I
5466,0.315,0.117,0.179,-1.517,-1.347,-1.595,-2.724,-0.665,-2.181,-1.478,F
5467,0.291,0.109,-0.113,0.221,0.262,0.190,0.447,0.272,0.501,0.059,A
5468,-0.005,-0.221,-3.211,1.072,0.262,0.938,0.635,0.778,0.126,0.601,A
5469,4.525,-0.134,0.232,-2.514,-0.900,-0.806,0.900,-1.460,-2.992,-1.046,F
5470,0.365,-0.150,0.172,0.043,0.262,-0.516,-0.157,0.030,-0.154,-0.267,F
5471,-0.129,0.384,0.232,1.249,0.262,-0.142,0.069,1.083,0.002,-0.041,A
5472,-0.586,-0.354,-3.211,0.357,0.262,-0.059,0.031,0.894,1.218,0.058,E
5473,-3.499,-0.150,0.029,-5.440,-2.777,-2.592,-11.935,-1.974,-2.275,-6.719,I
5474,-0.092,-0.189,0.346,0.236,0.262,-0.308,,-0.501,-0.154,-0.258,A
5475,0.106,-0.095,0.325,0.557,0.172,-0.266,,0.640,0.251,-0.219,A
5476,0.007,0.408,0.275,-0.084,0.262,0.315,0.069,-1.268,-0.279,0.379,H
5477,0.180,0.321,0.243,0.046,0.172,-0.350,-2.422,0.051,-0.185,-2.020,A
5478,-0.104,-0.056,0.300,0.391,0.172,1.145,0.447,-0.229,0.220,0.889,A
5479,0.155,-0.040,0.364,1.201,0.262,0.398,0.258,0.782,0.126,0.336,A
5480,0.352,0.321,0.129,-1.647,-0.900,-0.889,0.711,-0.073,0.189,-1.030,F
5481,0.390,-0.221,-3.211,-2.624,0.262,-0.682,0.069,-0.645,-0.185,-0.537,A
5482,0.056,0.125,0.136,0.150,0.172,-0.599,-0.157,0.588,0.345,-0.340,A
5483,-0.277,-1.964,0.616,0.438,0.172,1.644,0.145,-0.131,-0.123,1.552,D
5484,-0.351,0.023,0.172,1.152,0.262,0.024,0.145,1.020,1.561,0.065,X
5485,-0.240,-0.299,0.694,0.956,0.619,-1.554,-1.026,0.636,1.405,-0.806,Y
5486,0.291,0.078,0.118,0.276,0.262,2.599,-0.195,-2.077,-1.277,2.666,F
5487,-0.117,0.282,0.175,-0.152,0.262,-1.429,0.220,1.445,0.657,-1.289,E
5488,-0.363,0.235,0.001,0.760,0.262,0.439,0.296,0.201,0.033,0.360,G
5489,0.069,0.227,0.015,-0.610,-1.079,0.606,-0.082,-1.822,-1.214,0.738,A
5490,0.007,-0.181,0.389,0.301,-0.096,-0.391,0.333,0.629,0.532,-0.414,A
5491,0.130,-0.071,0.214,0.916,0.262,-0.100,-0.006,0.741,0.220,0.038,A
5492,-0.005,0.612,0.022,1.012,0.262,1.187,0.975,0.225,0.002,0.612,A
5493,0.229,-0.370,0.485,0.250,0.262,0.398,0.862,0.915,0.438,-0.003,A
5494,-0.771,-0.111,0.328,0.262,0.172,-0.806,0.598,-1.165,-0.248,-0.910,D
5495,-0.363,0.235,0.001,0.760,0.262,1.810,0.824,-0.350,0.688,1.245,G
5496,0.130,-0.024,0.246,0.121,0.083,2.972,-2.347,-0.968,-1.152,-1.904,A
5497,-0.326,-0.158,0.424,1.925,0.172,2.391,0.824,0.732,1.592,1.794,X
5498,-0.363,0.235,0.001,0.760,0.262,1.104,0.296,-0.183,-0.092,0.943,G
5499,0.093,0.329,0.271,-0.814,0.172,2.017,0.333,-0.199,-0.029,1.750,A
5500,-0.092,0.227,0.268,0.024,0.262,-0.889,0.145,0.392,0.688,-0.743,H
5501,-0.092,-0.142,0.325,0.658,0.172,-0.350,0.031,1.270,0.220,-0.207,F
5502,-3.499,0.612,0.065,0.455,-4.922,-0.557,,0.228,-2.181,-0.676,A
5503,-0.265,-0.448,0.431,-1.121,0.262,1.353,0.598,-1.053,-0.809,0.984,F
5504,-0.092,-0.071,0.538,-1.179,0.262,0.315,0.333,2.131,1.187,0.212,E
5505,4.463,-0.181,0.307,-2.964,0.262,-1.429,0.522,1.096,-3.584,-1.418,F
5506,0.291,-0.268,0.325,-0.396,-1.079,-0.557,0.220,-0.253,-0.466,-0.499,A
5507,0.130,-0.126,0.271,0.816,0.262,0.481,0.673,0.234,-0.560,0.171,A
5508,-0.191,-0.692,0.282,-0.194,0.172,-0.889,,0.133,1.218,-0.946,E
5509,0.698,-0.370,0.186,-0.923,0.977,-0.848,-1.403,0.576,1.779,0.197,I
5510,-0.092,-0.119,0.189,1.280,0.262,-0.474,-0.120,0.716,-0.747,-0.246,A
5511,,0.353,0.289,1.638,0.262,0.523,0.409,0.242,0.251,0.355,E
5512,0.315,-0.990,0.157,-2.450,0.172,3.222,0.786,-1.475,-1.464,2.616,X
5513,0.069,-1.163,-3.211,-0.829,0.262,-1.886,0.749,-3.200,-2.867,-1.912,A
5514,-0.129,-0.511,0.342,0.171,0.262,0.689,0.447,0.118,0.064,0.485,F
5515,0.118,-0.009,0.623,-0.856,0.172,2.059,,-0.418,-0.279,1.312,A
5516,0.044,-0.079,0.061,0.565,0.262,1.478,,-0.369,-0.435,1.120,A
5517,0.772,0.031,0.076,0.372,0.977,-0.765,-0.950,-0.375,0.781,-0.039,I
5518,0.130,-0.158,0.577,-0.671,0.172,0.107,0.296,-0.644,0.282,0.065,C
5519,0.661,-0.205,-3.075,0.471,1.066,0.689,-3.404,-0.301,0.002,-2.471,I
5520,0.106,0.203,-0.024,0.996,0.262,0.398,0.220,-0.418,-0.653,0.362,A
5521,-0.080,-0.291,0.389,0.856,0.262,-0.391,-0.497,0.325,0.095,0.037,F
5522,-0.265,0.156,0.403,1.484,0.172,0.439,0.786,1.076,1.467,0.146,X
5523,0.118,-0.221,-3.211,-1.623,0.262,-0.308,-0.346,-2.030,-1.027,0.035,A
5524,0.254,0.337,0.086,-0.980,0.262,-0.474,-0.195,-0.718,-0.061,-0.175,G
5525,-0.018,-2.427,0.278,0.507,0.172,0.232,0.635,0.580,0.033,-0.017,F
5526,-0.080,0.188,-0.070,0.211,0.262,0.190,-0.006,-0.447,0.501,0.300,A
5527,0.093,-0.213,0.261,-0.527,0.262,-0.640,-0.346,-0.859,-0.217,-0.283,F
5528,0.032,-0.119,0.374,-0.067,0.262,0.107,0.220,0.353,0.688,0.098,A
5529,-0.055,0.203,0.054,-0.029,0.262,-0.391,0.371,1.164,0.594,-0.429,G
5530,-0.030,-0.189,0.243,-0.409,0.262,-0.391,0.069,0.390,0.220,-0.279,F
5531,-0.376,-0.291,-3.211,-0.835,0.083,0.149,0.145,-0.152,-0.061,0.172,D
5532,0.118,0.321,-3.211,0.643,0.351,2.765,0.598,-1.115,-1.152,2.213,A
